ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
540,9430515,IRWIN_RESOURCE_MAP,6FFABB00-502E-4283-B021-ECBB4F0F0FC7,,Boat Operator Less Than 25 Feet Length,,,2020
541,9430516,IRWIN_RESOURCE_MAP,019A31D1-7662-44A2-9334-4D6D23870FC8,,Boat Operator Over 25 Feet Length,,,2020
542,9430517,IRWIN_RESOURCE_MAP,F8FA8AB7-C8AE-44DF-9912-43662C0D0FC9,,Botanist,,,2020
543,9430518,IRWIN_RESOURCE_MAP,CB842852-D5C5-4EBD-8F39-BCAE78B92112,,Burned Area Emergency Response Biologist,,,2020
544,9430519,IRWIN_RESOURCE_MAP,9F13671F-E427-4FCB-8F01-2722C0D32113,,Burned Area Emergency Response Botanist,,,2020
545,9430520,IRWIN_RESOURCE_MAP,9EC79BB8-4491-4ED7-A1C0-D2997F272114,,Burned Area Emergency Response Cultural Resources Specialist,,,2020
546,9430521,IRWIN_RESOURCE_MAP,5D9E02EA-33C3-4C03-833E-489CE1DD2118,,Burned Area Emergency Response Documentation Specialist,,,2020
547,9430522,IRWIN_RESOURCE_MAP,3DCA7971-C2A4-4197-9271-C6B66F062111,,Burned Area Emergency Response Environmental Specialist,,,2020
548,9430523,IRWIN_RESOURCE_MAP,4D63BFF6-9A63-4E3A-BE3F-02F5EED22119,,Burned Area Emergency Response Forester,,,2020
549,9430524,IRWIN_RESOURCE_MAP,EF03E0CA-B9B8-4FBE-928F-604BF1522117,,Burned Area Emergency Response Geologist,,,2020
550,9430525,IRWIN_RESOURCE_MAP,9DAEC93C-7016-47BF-9E58-F447DD3E2115,,Burned Area Emergency Response Hydrologist,,,2020
551,9430526,IRWIN_RESOURCE_MAP,4655EF95-F549-4444-A395-558449A20053,,Burned Area Emergency Response Leader,,,2020
552,9430527,IRWIN_RESOURCE_MAP,C72FC1B3-0217-496B-B843-F3F27D6A2116,,Burned Area Emergency Response Soil Scientist,,,2020
553,9430528,IRWIN_RESOURCE_MAP,7BE1513D-D9FC-44BE-BF68-F6A0C4390FCA,,Burned Area Emergency Response Specialist,,,2020
554,9430529,IRWIN_RESOURCE_MAP,5E0E522B-E056-4F48-BB67-F1014B6A0057,,Buying Team Leader,,,2020
555,9430530,IRWIN_RESOURCE_MAP,71B3A35D-C2A1-40C0-BADF-B6F9F1F80058,,Buying Team Member,,,2020
556,9430531,IRWIN_RESOURCE_MAP,C535D452-2873-4E17-AE2F-4F957C5B005C,,"Cache (Supply) Clerk, Supervisory",,,2020
557,9430532,IRWIN_RESOURCE_MAP,C92EC8E9-8DDF-4DBF-AE0B-5C1E4B05005F,,Cache Demobilization Specialist,,,2020
558,9430533,IRWIN_RESOURCE_MAP,B0F743C1-6DB2-4318-9462-F3F3F293005B,,Cache Supply Clerk,,,2020
559,9430534,IRWIN_RESOURCE_MAP,18E7B744-71C5-49B4-83B7-3495180A1EB3,,California National Guard Liaison,,,2020
560,9430535,IRWIN_RESOURCE_MAP,70187425-23A3-4E18-B11B-204DC2271F5C,,Call Taker,,,2020
561,9430536,IRWIN_RESOURCE_MAP,9393F66E-9C0D-40EB-A192-334DDBF70FCC,,Camp Crew Boss,,,2020
562,9430537,IRWIN_RESOURCE_MAP,5F4ECB4F-93EB-46B9-A6E1-A807AEAF0059,,Camp Help,,,2020
563,9430538,IRWIN_RESOURCE_MAP,FDD7B758-5426-4C9F-9A7C-E4CB6546005A,,Canine Handler,,,2020
564,9430539,IRWIN_RESOURCE_MAP,B7DCD545-4D9C-49E7-8FB1-73FEC10C2BDE,,Carpenter,,,2020
565,9430540,IRWIN_RESOURCE_MAP,E89E659E-C532-4C3B-B235-348B02E90FCD,,Cartographer,,,2020
566,9430541,IRWIN_RESOURCE_MAP,74C697D5-3CA4-4C9F-A564-BD4BBDC11F5B,,Chaplain,,,2020
567,9430542,IRWIN_RESOURCE_MAP,B76BC10B-7F89-4EBF-82E6-2CB7E0DB2F24,,Chemist,,,2020
568,9430543,IRWIN_RESOURCE_MAP,B21206E9-0559-40A1-B81D-8E8450A91E9F,,Chief Officer,,,2020
569,9430544,IRWIN_RESOURCE_MAP,80E6496F-2B00-40C1-B738-AAD48C320061,,Claims Specialist,,,2020
570,9430545,IRWIN_RESOURCE_MAP,94FDA746-9B9A-4A00-BE20-634D1FDA0060,,Climber,,,2020
571,9430546,IRWIN_RESOURCE_MAP,EDAD854E-CE25-46FC-A7C4-9ED0913E0062,,Commissary Manager,,,2020
572,9430547,IRWIN_RESOURCE_MAP,616CC9C1-82EC-46D5-ACC2-EBF70E460063,,Communications Coordinator,,,2020
573,9430548,IRWIN_RESOURCE_MAP,9B4CBB50-772C-4E6B-959E-CCD63CF10064,,Communications Unit Leader,,,2020
574,9430549,IRWIN_RESOURCE_MAP,4CE47C7E-CF9D-4070-9CA3-401FF7710065,,Compensation/Claims Unit Leader,,,2020
575,9430550,IRWIN_RESOURCE_MAP,25CE0230-C574-4D52-AF4A-A6A0D89100C8,,Compensation-For-Injury Specialist,,,2020
576,9430551,IRWIN_RESOURCE_MAP,0EC7B36B-18EC-49F1-AF55-E9A17C47005D,,Computer Coordinator,,,2020
577,9430552,IRWIN_RESOURCE_MAP,FF298B94-0E94-457A-8F05-7382C755005E,,Computer Data Entry Recorder,,,2020
578,9430553,IRWIN_RESOURCE_MAP,4B6812DB-DE00-4781-AE3E-A83B98120FD1,,Computer Hardware Specialist,,,2020
579,9430554,IRWIN_RESOURCE_MAP,F1D118CE-5FD2-4728-A2EC-028CBE432F25,,Conservator,,,2020
580,9430555,IRWIN_RESOURCE_MAP,ABEB6C39-9C88-4DF1-B39E-47D5C2562BEC,,Construction and Contractor Inspector,,,2020
581,9430556,IRWIN_RESOURCE_MAP,47A9B727-EF77-4CC2-A051-C81F9B220067,,Contracting Officer,,,2020
582,9430557,IRWIN_RESOURCE_MAP,B6C2E028-0652-41D1-B420-39B38C6D006B,,Contracting Officer's Technical Representative,,,2020
583,9430558,IRWIN_RESOURCE_MAP,CCFD12F4-E726-419C-8D05-E3345DDC09FD,,Contracting Specialist,,,2020
584,9430559,IRWIN_RESOURCE_MAP,7D0FF6BC-2ECF-443B-9E1E-F53A5F730068,,Cook,,,2020
585,9430560,IRWIN_RESOURCE_MAP,A4EC3241-2432-468E-A21B-B79F236C1EB4,,Cost Analyst Specialist,,,2020
586,9430561,IRWIN_RESOURCE_MAP,92DFD4F2-9694-4234-A71A-37F3A1EE1EB2,,Cost Apportionment Technician,,,2020
587,9430562,IRWIN_RESOURCE_MAP,B75365C1-21FB-4DDB-BBDE-95E15F04006A,,Cost Unit Leader,,,2020
588,9430563,IRWIN_RESOURCE_MAP,F8306FCD-F8CB-4A1D-9B43-E298009B006D,,"Crew Boss, Single Resource",,,2020
589,9430564,IRWIN_RESOURCE_MAP,62F5AA93-51DB-4668-9E00-01E6A6E4006C,,Crew Representative,,,2020
590,9430565,IRWIN_RESOURCE_MAP,FCD4D091-53C6-4DAA-A8F1-1B0A58052BDF,,Critical Incident Stress Management Team Leader,,,2020
591,9430566,IRWIN_RESOURCE_MAP,7844DC7F-F148-4D82-A9F3-8D3FF1292BE0,,Critical Incident Stress Management Team Member,,,2020
592,9430567,IRWIN_RESOURCE_MAP,A3D83CF2-9076-40C3-8BA5-E7E9EE400FD3,,Critical Stress Debriefer,,,2020
593,9430568,IRWIN_RESOURCE_MAP,499A1F04-A53D-42D2-AD4C-C2011C250FD4,,Cultural Specialist,,,2020
594,9430569,IRWIN_RESOURCE_MAP,927B002F-6C51-41CC-A5D8-EA57A4F62F26,,Curator,,,2020
595,9430570,IRWIN_RESOURCE_MAP,E97C0589-F6DF-43F3-B026-3A6D664086C9,,Damage Inspection Manager,,,2020
596,9430571,IRWIN_RESOURCE_MAP,625E0089-24AE-4CD3-9E8C-537068762BF7,,Debris Quality Assurance Inspector,,,2020
597,9430572,IRWIN_RESOURCE_MAP,513DAC37-5A75-44EC-AAD4-1BAE57802F91,,Decision Support System Advisor,,,2020
598,9430573,IRWIN_RESOURCE_MAP,1C4971CA-ED51-4C6B-B220-592A9AAD2F9A,,Decision Support System Technical Specialist,,,2020
599,9430574,IRWIN_RESOURCE_MAP,745E343B-EF61-4C23-95E2-44E3A71B0072,,Deck Coordinator,,,2020
600,9430575,IRWIN_RESOURCE_MAP,925FEF0B-551B-4E05-BC8E-4B4DC6812F1E,,Defensive Structural Firefighter,,,2020
601,9430576,IRWIN_RESOURCE_MAP,5B1C3777-63D1-4974-8B9F-218A4F232C02,,Delayed Treatment Manager,,,2020
602,9430577,IRWIN_RESOURCE_MAP,80B4559A-ECA1-42CC-9144-F9F61F870075,,Demobilization Unit Leader,,,2020
603,9430578,IRWIN_RESOURCE_MAP,8AA4FC8F-EBE7-4CCC-9281-DAB3CEB31EA3,,"Demobilization Unit Leader, Incident",,,2020
604,9430579,IRWIN_RESOURCE_MAP,E524F99B-0EBD-48A6-B2DB-E0CA2DA20FD5,,Disaster Prepare/Relief Specialist,,,2020
605,9430580,IRWIN_RESOURCE_MAP,1FB7D6DB-580C-4AF9-85AB-C1CC29DB007B,,Display Processor,,,2020
606,9430581,IRWIN_RESOURCE_MAP,AA29DAB5-6ECF-4946-A16E-8707C8502F27,,Diver,,,2020
607,9430582,IRWIN_RESOURCE_MAP,5CC33DCD-CE9B-49D0-BCD2-0B8A150B0074,,Division/Group Supervisor,,,2020
608,9430583,IRWIN_RESOURCE_MAP,3E978937-D250-4865-8863-E726B3D73201,,Division/Group Supervisor All-Hazards,,,2020
609,9430584,IRWIN_RESOURCE_MAP,2706744E-707D-40FE-8D35-BC9DD7DB3202,,"Division/Group Supervisor, Law Enforcement",,,2020
610,9430585,IRWIN_RESOURCE_MAP,5DFA8737-2AA4-427A-A8C8-1C36E3A53203,,"Division/Group Supervisor, Search and Rescue",,,2020
611,9430586,IRWIN_RESOURCE_MAP,9D32F94D-BB85-4A02-86A5-B3AB92F10076,,Documentation Unit Leader,,,2020
612,9430587,IRWIN_RESOURCE_MAP,E10A414B-F09E-413D-A788-7FBA67272C03,,Dozer Leader,,,2020
613,9430588,IRWIN_RESOURCE_MAP,97513C8A-39C1-4FD5-9155-CE8CDAA60FD6,,Dozer Operator,,,2020
614,9430589,IRWIN_RESOURCE_MAP,D7556388-DE03-4750-BE59-4C3131580078,,Dozer Operator Initial Attack,,,2020
615,9430590,IRWIN_RESOURCE_MAP,99577F38-1A5D-4FA6-BE5D-C9A954922BE1,,Driver Class A,,,2020
616,9430591,IRWIN_RESOURCE_MAP,54650009-3869-4BF9-AFE6-79267CD42BE2,,Driver Class B,,,2020
617,9430592,IRWIN_RESOURCE_MAP,1AA6E440-AE8D-4EA9-9A00-9974EA00007C,,Driver/Operator,,,2020
618,9430593,IRWIN_RESOURCE_MAP,FB67D5E8-CDFA-46FC-969A-A9E53D441EB5,,Duty Chief,,,2020
619,9430594,IRWIN_RESOURCE_MAP,928341CD-FA89-4006-9D42-445C53E01F5A,,Duty Officer,,,2020
620,9430595,IRWIN_RESOURCE_MAP,49462A01-E35C-4CEF-974F-3A818FC80FD9,,Ecologist,,,2020
621,9430596,IRWIN_RESOURCE_MAP,708EDE4E-D908-4B67-BF90-0CC0F07D0FDB,,Electrician,,,2020
622,9430597,IRWIN_RESOURCE_MAP,EC4A8AE2-387C-43B7-A7E2-594D027E0080,,Emergency Medical Technician Basic,,,2020
623,9430598,IRWIN_RESOURCE_MAP,30BCC2BF-B65E-47E0-A1E5-D780A3DB31DC,,"Emergency Medical Technician, Fireline",,,2020
624,9430599,IRWIN_RESOURCE_MAP,B2FF5F9F-22E7-4287-B82C-5F1A79281F6D,,Emergency Operations Center Manager,,,2020
625,9430600,IRWIN_RESOURCE_MAP,D950A3E7-342C-4F9D-A46F-85740AA91EB6,,"Emergency Worker, Decon",,,2020
626,9430601,IRWIN_RESOURCE_MAP,D952D875-9907-4E66-9C41-AC36DD1A1EB7,,"Emergency Worker, Decon Facility Unit Leader",,,2020
627,9430602,IRWIN_RESOURCE_MAP,E47A6902-8776-4E65-9A6E-21E51CA10FDD,,Engineer,,,2020
628,9430603,IRWIN_RESOURCE_MAP,9EAF028C-A202-4735-89BA-FCAC5C3831E1,,"Engineer, Petroleum",,,2020
629,9430604,IRWIN_RESOURCE_MAP,C153FEC4-69D0-4549-9226-A412FF1631E2,,"Engineer, Structural",,,2020
630,9430605,IRWIN_RESOURCE_MAP,79A99B9B-8B2A-406E-9718-02C7B1A331E3,,Environmental Scientist,,,2020
631,9430606,IRWIN_RESOURCE_MAP,19838F31-5AA8-42BB-8164-FBC9B6260085,,Environmental Specialist,,,2020
632,9430607,IRWIN_RESOURCE_MAP,9FE9B71B-E573-4E45-A56D-94B9D9EC2BE5,,Epidemiologist,,,2020
633,9430608,IRWIN_RESOURCE_MAP,3B670C07-03EB-49E2-BECB-A48A17E30086,,Equipment Inspector,,,2020
634,9430609,IRWIN_RESOURCE_MAP,96840238-D98E-43A9-9F7C-0FF3C9F20087,,Equipment Manager,,,2020
635,9430610,IRWIN_RESOURCE_MAP,62CA8B17-7D4E-4103-8577-F77C4B981EA7,,Equipment Technical Specialist,,,2020
636,9430611,IRWIN_RESOURCE_MAP,35DBB4B5-9A0B-4DC0-9DFB-0F049B500088,,Equipment Time Recorder,,,2020
637,9430162,FIRE_BEHAVIOR_CHARACTERISTIC,Isolated Torching,,Isolated Torching,120,,2020
638,9430163,FIRE_BEHAVIOR_CHARACTERISTIC,Spotting,,Spotting,130,,2020
639,9430164,FIRE_BEHAVIOR_CHARACTERISTIC,Long-range Spotting,,Long-range Spotting,140,,2020
640,9430165,FIRE_BEHAVIOR_CHARACTERISTIC,Short-range Spotting,,Short-range Spotting,150,,2020
641,9430166,FIRE_BEHAVIOR_CHARACTERISTIC,Smoldering,,Smoldering,160,,2020
642,9430167,IRWIN_RESOURCE_TYPE,Mobile Kitchen Unit,,Mobile Kitchen Unit,62,,2020
643,9430168,IRWIN_RESOURCE_TYPE,Mountain SAR Team,,Mountain SAR Team,63,,2020
644,9430169,IRWIN_RESOURCE_TYPE,"Quint, Combination",,"Quint, Combination",64,,2020
645,9430170,IRWIN_RESOURCE_TYPE,Rescue Unit,,Rescue Unit,65,,2020
646,9430171,IRWIN_RESOURCE_TYPE,Rescue/Medical Unit,,Rescue/Medical Unit,66,,2020
647,9430172,IRWIN_RESOURCE_TYPE,Salvage Unit,,Salvage Unit,67,,2020
648,9430173,IRWIN_RESOURCE_TYPE,"Shower, Mobile",,"Shower, Mobile",68,,2020
649,9430174,IRWIN_RESOURCE_TYPE,Technical Rescue Team,,Technical Rescue Team,69,,2020
650,9430175,IRWIN_RESOURCE_TYPE,"Tender, Potable Water",,"Tender, Potable Water",70,,2020
651,9430176,IRWIN_RESOURCE_TYPE,"Transportation, Bus, Coach",,"Transportation, Bus, Coach",71,,2020
652,9430177,IRWIN_RESOURCE_TYPE,"Truck, Hazmat",,"Truck, Hazmat",72,,2020
653,9430178,IRWIN_RESOURCE_TYPE,Underwater Search & Recovery Team,,Underwater Search & Recovery Team,73,,2020
654,9430179,IRWIN_RESOURCE_TYPE,Urban SAR Team,,Urban SAR Team,74,,2020
655,9430180,IRWIN_RESOURCE_TYPE,Water Purification Plant,,Water Purification Plant,75,,2020
656,9430181,IRWIN_RESOURCE_TYPE,Water Rescue Team,,Water Rescue Team,76,,2020
657,9430182,INCIDENT_TYPE,Prescribed Fire,PF,,20,,2020
658,9430183,INCIDENT_TYPE,Wildland Search/ Rescue/ Recovery,WL,,,,2020
659,9430184,RESOURCE_TYPE,Air Attack,AA,Air Attack,1005,,2020
660,9430185,INCIDENT_TYPE,Complex,CX,,20,,2020
661,9430186,IRWIN_RESOURCE_MAP,C9656D8E-60C7-40BD-802F-A46E885E0011,,Heavy (Type 1),,,2020
662,9430187,IRWIN_RESOURCE_MAP,551101A1-D65B-47BE-BA6F-9A266B160FBA,,Medium (Type 2),,,2020
663,9430188,IRWIN_RESOURCE_MAP,2AF0DDE6-A7D3-47EE-B5EA-A51E8A3A0012,,Type 3 Multi-engine,,,2020
664,9430189,IRWIN_RESOURCE_MAP,6381FF5F-4734-437D-9501-FA45E85999D8,,Type 3 Single engine,,,2020
665,9430190,IRWIN_RESOURCE_MAP,A3EB1924-FA1F-4FE2-B6D2-8AB422B212B2,,Type 4 Single engine,,,2020
666,9430191,IRWIN_RESOURCE_MAP,98C6FA89-F39E-40A2-A596-550D4D743234,,VLAT,,,2020
667,9430192,IRWIN_RESOURCE_MAP,5DFD428B-6809-460D-A568-A78A13005D1C,,ASM,,,2020
668,9430193,IRWIN_RESOURCE_MAP,17847DB1-2D3E-453D-8630-6793ED6723BD,,Air Attack Platform,,,2020
669,9430194,IRWIN_RESOURCE_MAP,3F23782F-8E3D-40AD-AE07-73FCF16E000B,,Lead Plane,,,2020
670,9430195,IRWIN_RESOURCE_MAP,E98B3763-94FF-485C-B48C-DB2E0E59000D,,Reconnaissance Aircraft,,,2020
671,9430196,IRWIN_RESOURCE_MAP,0EC1F855-3579-4041-AC00-9899DEE13098,,"Helicopter, Type 1",,,2020
672,9430197,IRWIN_RESOURCE_MAP,DECC7801-74D0-4E25-BEAB-296476600001,,"Helicopter, Type 1",,,2020
673,9430198,IRWIN_RESOURCE_MAP,BE0324CE-BA9B-4421-B311-72B40E348ADD,,"Helicopter, Type 2",,,2020
674,9430199,IRWIN_RESOURCE_MAP,C937901B-96EB-44EA-804E-DB44F5040002,,"Helicopter, Type 2",,,2020
675,9430200,IRWIN_RESOURCE_MAP,60882466-453C-4B68-9240-2BA00BEEB956,,"Helicopter, Type 3",,,2020
676,9430201,IRWIN_RESOURCE_MAP,15AB6275-B7A7-4B39-ADA2-F7357D010003,,"Helicopter, Type 3",,,2020
677,9430202,IRWIN_RESOURCE_MAP,9709DE3C-8291-4E10-9766-926C85803CF9,,"Handcrew, Type 2",,,2020
678,9430203,IRWIN_RESOURCE_MAP,F01F7B93-4F20-4F1F-8C66-AF48EB6A001D,,"Handcrew, Type 1",,,2020
679,9430204,IRWIN_RESOURCE_MAP,580FCFEF-EB9A-4B20-B315-DEF26B7F001E,,"Handcrew, Type 2",,,2020
680,9430205,IRWIN_RESOURCE_MAP,D324A4D6-F7BD-4CD5-B848-874EF3BF4F6E,,"Handcrew, Type 2/IA",,,2020
681,9430206,IRWIN_RESOURCE_MAP,DAF3A0E0-DF42-43A0-BAE4-9EC9796CD4A0,,"Crew, Camp",,,2020
682,9430207,IRWIN_RESOURCE_MAP,709FF443-B3AF-4842-8E25-B14DEDAB52E1,,"Handcrew, Type 1",,,2020
683,9430208,IRWIN_RESOURCE_MAP,7ED30E11-15BF-4CB2-92D0-A215C26A8A75,,"Handcrew, Type 2",,,2020
684,9430209,IRWIN_RESOURCE_MAP,EFF63E77-F374-4ADA-A856-A023DC25F98F,,"Handcrew, Type 2/IA",,,2020
685,9430210,IRWIN_RESOURCE_MAP,7B3BD920-74B7-431D-883B-AFBA6F771C74,,Ambulance,,,2020
686,9430211,IRWIN_RESOURCE_MAP,0148EE5B-A3DE-4A99-8701-0855ED305C34,,Ambulance,,,2020
687,9430212,IRWIN_RESOURCE_MAP,C2642CA1-7C3E-4D30-A6F3-CAB61FAEA1E2,,Ambulance,,,2020
688,9430213,IRWIN_RESOURCE_MAP,CD96E181-8DAA-4C44-B0C9-38A2DFF8803C,,Ambulance,,,2020
689,9430214,IRWIN_RESOURCE_MAP,A73919EA-BAA3-446A-80CE-50A92CDBD2E3,,Boat,,,2020
690,9430215,IRWIN_RESOURCE_MAP,0F532FAF-4A4D-4430-B4BD-8AF538327428,,Boat,,,2020
691,9430216,IRWIN_RESOURCE_MAP,C8AA3D9B-73CE-41B4-8752-CA6672E494C5,,Dozer,,,2020
692,9430217,IRWIN_RESOURCE_MAP,D1234265-D37B-4238-94FA-2974C6C0EF40,,Dozer,,,2020
693,9430218,IRWIN_RESOURCE_MAP,F9426789-6560-405F-8DCC-727107A4FF80,,Dozer,,,2020
694,9430219,IRWIN_RESOURCE_MAP,1CD2E3DA-D644-4EAD-B657-FC2BAE5AF458,,Dozer,,,2020
695,9430220,IRWIN_RESOURCE_MAP,EE918BDC-8771-4CC8-A8AF-45E1213838E8,,Crash Rescue (Aircraft),,,2020
696,9430221,IRWIN_RESOURCE_MAP,ADB5C354-E25D-4BEF-9ED6-4D53B80A230C,,"Quint, Combination",,,2020
697,9430222,IRWIN_RESOURCE_MAP,D1695FA3-608A-4E87-B94E-44432C3C0C40,,"Engine, Type 1",,,2020
698,9430223,IRWIN_RESOURCE_MAP,AF4B67D2-1B45-4A6F-A07C-CF3B98F30C41,,"Engine, Type 2",,,2020
699,9430224,IRWIN_RESOURCE_MAP,DF7BCAD3-7347-43C0-8F6C-08F81A1B0C42,,"Engine, Type 3",,,2020
700,9430225,IRWIN_RESOURCE_MAP,79442E01-EE11-45D0-8577-8F934FF20C43,,"Engine, Type 4",,,2020
701,9430226,IRWIN_RESOURCE_MAP,679D4987-FA35-42D7-BD53-4CDD4F460C44,,"Engine, Type 5",,,2020
702,9430227,IRWIN_RESOURCE_MAP,E9724B34-8DA6-445A-B471-4BB9ED760C45,,"Engine, Type 6",,,2020
703,9430228,IRWIN_RESOURCE_MAP,2DE4BE06-5A77-41A2-A6A8-9B4A41C10C46,,"Engine, Type 7",,,2020
704,9430229,IRWIN_RESOURCE_MAP,B7029CBA-48D7-4B71-924C-13410F320E36,,Excavator,,,2020
705,9430230,IRWIN_RESOURCE_MAP,5ACFFB35-B469-4AE5-BAA1-B4144F58E18C,,Excavator,,,2020
706,9430231,IRWIN_RESOURCE_MAP,302AB9A9-A913-41FD-A018-E1A74E0E3EF5,,Excavator,,,2020
707,9430232,IRWIN_RESOURCE_MAP,A5BF3A25-C3AE-4A98-9E26-D3CB295E02F2,,Excavator,,,2020
708,9430233,IRWIN_RESOURCE_MAP,7C11083F-1163-4592-8327-3519521F6DEE,,Feller Buncher,,,2020
709,9430234,IRWIN_RESOURCE_MAP,ED9A6000-1C77-40F4-9936-DAB37864B865,,Hazardous Materials Unit,,,2020
710,9430235,IRWIN_RESOURCE_MAP,3531326B-36EB-45DC-A451-D80620216285,,Mass Casualty Incident Trailer,,,2020
711,9430236,IRWIN_RESOURCE_MAP,DCE22433-7E1F-4F75-BABF-A91574A63131,,Mass Casualty Incident Trailer,,,2020
712,9430237,IRWIN_RESOURCE_MAP,606ECAC2-D049-4AAD-BD36-B5F06FDF2E1B,,Mass Casualty Incident Trailer,,,2020
713,9430238,IRWIN_RESOURCE_MAP,1148708A-7B2E-439B-819D-A6941E9EE3F2,,Mass Casualty Incident Trailer,,,2020
714,9430239,IRWIN_RESOURCE_MAP,8BB4A681-FC6D-4AB0-8155-92C0C4401FC4,,Masticator,,,2020
715,9430240,IRWIN_RESOURCE_MAP,A7B6B99B-72E6-4F92-A0E4-72C9D671FCDD,,Medic Squad,,,2020
716,9430241,IRWIN_RESOURCE_MAP,820F932D-FD76-4138-8B02-617443E6A9CC,,Rescue Unit,,,2020
717,9430242,IRWIN_RESOURCE_MAP,0166F298-0016-4099-AEB7-F443A8923A3B,,Mobile Coroner Unit,,,2020
718,9430243,IRWIN_RESOURCE_MAP,C4C27141-1825-47F9-BD1B-579014824D94,,Mobile Coroner Unit,,,2020
719,9430244,IRWIN_RESOURCE_MAP,72C91AEA-7398-498C-9A0B-ABDA68423329,,Mobile Coroner Unit,,,2020
720,9430245,IRWIN_RESOURCE_MAP,4DBFA0C0-76D1-40A0-A03F-028CC5507980,,Mobile Kitchen Unit,,,2020
721,9430246,IRWIN_RESOURCE_MAP,0BD057D8-EE8A-4E35-BAD0-08E16C4119A0,,Mobile Kitchen Unit,,,2020
722,9430247,IRWIN_RESOURCE_MAP,50944505-E956-41DF-BA55-2750FD6DCD5A,,Mobile Kitchen Unit,,,2020
723,9430248,IRWIN_RESOURCE_MAP,0DA44AF0-5FAE-4A16-89E5-AD58D3691BDE,,Aerial Apparatus,,,2020
724,9430249,IRWIN_RESOURCE_MAP,42390CB4-0703-46AD-BAA3-EF178682C288,,Air Supply Truck,,,2020
725,9430250,IRWIN_RESOURCE_MAP,A2265098-73A5-4C7A-8F7F-E5267CEA6C52,,Decontamination Unit,,,2020
726,9430251,IRWIN_RESOURCE_MAP,1183EBAA-1CCE-4927-ACA3-0DBE6FBE0DED,,Food Dispensing Unit,,,2020
727,9430252,IRWIN_RESOURCE_MAP,8BB2607E-EEAE-47D8-9D38-A16B5FB40DE6,,GIS Unit,,,2020
728,9430253,IRWIN_RESOURCE_MAP,F4A3C568-F0CE-4270-8B5B-4A34B5A01D22,,Hazardous Materials Unit,,,2020
729,9430254,IRWIN_RESOURCE_MAP,60426106-573D-42D4-A85A-F3309C1710F5,,Heavy Rescue Unit,,,2020
730,9430255,IRWIN_RESOURCE_MAP,A5B3BCA0-D7A0-4683-85F7-27EF20BEFE98,,Illumination Unit (Lighting),,,2020
731,9430256,IRWIN_RESOURCE_MAP,E71AC036-3BA9-4BFB-8442-64815CAB10F6,,"Laundry, Mobile",,,2020
732,9430257,IRWIN_RESOURCE_MAP,CA0C9860-1632-4EF6-AEBF-FAA7C82C0394,,Mobile Communications Center,,,2020
733,9430258,IRWIN_RESOURCE_MAP,91331C86-183F-42A6-96E3-1DE3C96E0DEB,,"Shower, Mobile",,,2020
734,9430259,IRWIN_RESOURCE_MAP,E91B1982-E9D0-4536-A97B-7A5056D533A1,,Pumper Cat,,,2020
735,9430260,IRWIN_RESOURCE_MAP,3E3C068B-B743-4F61-AD20-71807162C63B,,Pumper Cat,,,2020
736,9430261,IRWIN_RESOURCE_MAP,3FE3D5FC-7635-4E75-A5E5-E22735855152,,Pumper Cat,,,2020
737,9430262,IRWIN_RESOURCE_MAP,390C980C-71B0-4172-BA5A-BF6C8B7FFBA4,,Skidder,,,2020
738,9430263,IRWIN_RESOURCE_MAP,C93C0BA3-117A-4C8F-9D55-0BF52DFCD9CF,,Skidder,,,2020
739,9430264,IRWIN_RESOURCE_MAP,79A17668-0158-42F4-9409-C39321A2B025,,Skidder,,,2020
740,9430265,IRWIN_RESOURCE_MAP,5A771AE2-353C-4525-82DD-0517AECB23CD,,Skidder,,,2020
741,9430266,IRWIN_RESOURCE_MAP,97810809-C8E2-46EA-B042-D03D1C09DE9E,,Skidder,,,2020
742,9430267,IRWIN_RESOURCE_MAP,AE0BE51E-6020-403A-8B7C-B1459F38A743,,Skidgine,,,2020
743,9430268,IRWIN_RESOURCE_MAP,69C29613-40EC-4C4C-BB65-0C0460B4E3AF,,Skidgine,,,2020
744,9430269,IRWIN_RESOURCE_MAP,BDC48447-3053-46CE-885F-F4261FD6A762,,Skidgine,,,2020
745,9430270,IRWIN_RESOURCE_MAP,A0DC84AF-C533-49EF-BE9E-ACEB3469CA3D,,Skidgine,,,2020
746,9430271,IRWIN_RESOURCE_MAP,0E172D1E-BFE0-4E3B-814D-530C7BE9FCD7,,Skidgine,,,2020
747,9430272,IRWIN_RESOURCE_MAP,FD24FCF3-B43E-4E71-B53D-59A3B7D80C60,,"Tractor Plow, Type 1",,,2020
748,9430273,IRWIN_RESOURCE_MAP,831C8C15-4D6E-47EF-A7CA-E2180A0D1F62,,"Special Staffing, Cdf Ic Teams",,,2020
749,9430274,IRWIN_RESOURCE_MAP,92F1DA99-B22F-4808-8254-9CE940221F63,,"Special Staffing, Contract Counties",,,2020
750,9430275,IRWIN_RESOURCE_MAP,09B1CBFC-23E4-466D-9C43-08784F831F64,,"Special Staffing, Crews",,,2020
751,9430276,IRWIN_RESOURCE_MAP,A29DB530-5DF8-4399-B55D-B67637261F65,,"Special Staffing, Dozers",,,2020
